"","Strain","Well","Bact_score_mean","Mean_Bact_metf_0","Mean_Bact_metf_50","Mean_Bact_metf_100","Mean_Bact_metf_200","SD_Bact_metf_0","SD_Bact_metf_50","SD_Bact_metf_100","SD_Bact_metf_200","phylogroup","fasta","Strainname","Accession","Assembly","Annotation","Broadphenotype","PG","Plate_Well","Plate","Origin","Annotation_0mM","Annotation_50mM","phylogroup_Ctyping","mash_group_Ctyping","Discard","Notes"
"90","NT12090","H6",1.21779046288602,16.6074,11.0300333333333,7.93176666666667,1.26253333333333,0.745110105957503,0.537398560970657,0.460726755608282,1.33066882556605,"B1","NT12090_204.fasta","W","PRJNA162011","204","204","Commensal strain","PG1","PG1_1","1","ECOREF","normal","normal","B1",NA,"No",NA
"91","NT12091","H7",1.58201201888571,8.59203333333333,6.85993333333333,6.03226666666667,0.7005,0.500789959297641,0.293217757534112,1.02929557141442,1.11208920055902,"A","NT12091_12.fasta","ATCC8739","PRJNA58783","12","12","Commensal strain","PG1","PG1_1","1","ECOREF","normal","normal","A",NA,"No",NA
"92","NT12092","H8",1.45632778989805,14.8664333333333,11.2469,8.37983333333333,2.02366666666667,1.13199470552354,0.325873119480574,1.23503099691195,1.89905505010606,"B2","NT12092_10.fasta","ATCC25922","PRJNA197239","10","10","Pathogenic strain","PG1","PG1_1","1","ECOREF","normal","normal","B2",NA,"No",NA
"93","NT12093","H9",1.0134710509807,12.0084666666667,7.75553333333333,4.2522,0.1625,0.676705048993528,1.05660781907637,0.851989618481352,0.242224709722192,"A","NT12093_170.fasta","S17","PRJNA189395","170","170","Laboratory strain","PG1","PG1_1","1","ECOREF","normal","normal","A",NA,"No",NA
"94","NT12094","H10",1.27625098460127,11.5529,8.99876666666667,5.2346,0.511033333333333,1.13576402918916,0.436282710330507,0.656282096357961,0.811820339319811,"A","NT12094_30.fasta","DH1","PRJDA162051","30","30","Laboratory strain","PG1","PG1_1","1","ECOREF","biofilm","normal","A",NA,"No",NA
"95","NT12095","H11",1.42861183220372,16.5001666666667,12.7842333333333,9.00133333333333,1.78676666666667,1.04438425080682,0.677804738352671,1.44918314002521,1.02658420177467,"A","NT12095_187.fasta","DH1(E381)","PRJNA58979","187","187","Laboratory strain","PG1","PG1_1","1","ECOREF","normal","normal","A",NA,"No",NA
"96","NT12096","H12",1.6630905873135,12.1672666666667,11.0369333333333,7.69253333333333,1.5058,0.382931133930545,0.334343391340898,0.279205324686571,1.42336582437545,"B2","NT12096_3.fasta","UTI83972","PRJNA161975","3","3","Commensal strain","PG1","PG1_1","1","ECOREF","normal","normal","B2",NA,"No",NA
"97","NT12097","G11",1.52958052487868,15.8944666666667,12.184,9.79363333333333,2.33423333333333,0.745913710380318,0.193940506341507,0.504100112411546,1.2120605609182,"B2","NT12097_202.fasta","UTI89","PRJNA58541","202","202","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"98","NT12098","A1",1.30471405439559,16.4069666666667,12.7575333333333,8.5645,0.0843666666666667,1.17248170277123,0.781509605400556,1.0212683437765,0.0939170556040453,"B1","NT12098_101.fasta","IAI01","PRJNA59377","101","101","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","B1",NA,"No",NA
"99","NT12099","A2",1.16354640463186,16.8629,11.0427666666667,8.0165,0.5615,0.829158012685158,0.647133945434277,1.17731769714041,0.969170991105285,"B1","NT12099_89.fasta","IAI02","PRJEB20550","89","89","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","B1",NA,"No",NA
"100","NT12100","A3",1.22419493978495,14.5672333333333,10.6494666666667,6.87566666666667,0.308,0.558436722765734,0.278958820138983,1.30803413309184,0.28809427276501,"A","NT12100_90.fasta","IAI03","PRJEB20550","90","90","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"101","NT12101","A4",1.65845693012811,16.2693,12.6271333333333,10.0958,4.259,0.89195811000293,0.849941388175287,0.937403152330949,1.17226213791967,"A","NT12101_91.fasta","IAI04","PRJEB20550","91","91","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"102","NT12102","A5",1.60801447010642,13.9506,10.7823,8.33696666666667,3.3135,2.18328821505545,0.415844189571046,0.606684154509851,2.33469897203044,"E","NT12102_92.fasta","IAI05","PRJEB20550","92","92","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","E",NA,"No",NA
"103","NT12103","A6",1.39108147025388,10.9958333333333,9.46183333333333,5.51113333333333,0.323133333333333,1.48853982255542,0.3487413702636,0.777222402747974,0.353054179033946,"A","NT12103_262.fasta","IAI06","PRJEB20550","262","262","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"104","NT12104","A7",1.50792852225358,17.6241333333333,12.8338333333333,9.74936666666667,3.99273333333333,0.970868715807309,0.520186825413075,0.663728139627463,1.1116319594782,"A","NT12104_93.fasta","IAI07","PRJEB20550","93","93","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"105","NT12105","A8",1.08537824122467,15.8170666666667,11.0944666666667,6.0626,0.0104333333333333,1.76880696892943,1.07411438093591,1.71781289144074,0.00924355631417548,"C","NT12105_263.fasta","IAI08","PRJEB20550","263","263","Commensal strain","PG2","PG2_2","2","ECOREF","normal","super_bio","C",NA,"No",NA
"106","NT12106","A9",1.35489922849472,14.7115,11.7965333333333,7.89983333333333,0.236233333333333,1.17645795079977,0.609747032246433,0.946062452131641,0.332117830495945,"A","NT12106_94.fasta","IAI09","PRJEB20550","94","94","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"107","NT12107","A10",1.24867030630299,12.3211333333333,8.94743333333333,6.40043333333333,0.0371666666666667,0.470779038757392,0.457734970625288,0.751407055685088,0.0546373803666806,"A","NT12107_264.fasta","IAI10","PRJEB20550","264","264","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"108","NT12108","A11",0.989638344330561,13.9681666666667,7.9984,5.70563333333333,0.1194,0.527843928953752,1.01153452239654,1.3684689266963,0.124995559921143,"A","NT12108_95.fasta","IAI11","PRJEB20550","95","95","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"109","NT12109","A12",1.74815873811734,14.7589,12.7834333333333,10.2755333333333,2.74193333333333,1.09944635612657,0.465108421051837,0.915440617043691,0.626790565766057,"A","NT12109_96.fasta","IAI12","PRJEB20550","96","96","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"110","NT12110","B1",2.10741953999296,10.5114333333333,9.43086666666667,8.8363,3.88483333333333,0.630103240218088,0.29667582195611,0.81134749645266,1.08403291616691,"A","NT12110_97.fasta","IAI13","PRJEB20550","97","97","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"111","NT12111","B2",1.18135867510035,14.1917666666667,9.25273333333333,6.41593333333333,1.0969,0.98983792781108,1.2399759285298,0.677563814952756,1.0074603664661,"A","NT12111_265.fasta","IAI14","PRJEB20550","265","265","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"112","NT12112","B3",1.37308967978671,10.9645666666667,9.52806666666667,5.50566666666667,0.0216,1.30585794531156,0.529831825519507,1.4577358105409,0.0270939107550018,"A","NT12112_266.fasta","IAI15","PRJEB20550","266","266","Commensal strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"113","NT12113","B4",1.6991160915041,10.9853,8.63413333333333,6.97793333333333,3.05323333333333,1.66945272170253,1.39293919584931,1.48661562393691,0.443554081633044,"A","NT12113_98.fasta","IAI16","PRJEB20550","98","98","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"114","NT12114","B5",1.40265236208005,10.4209,9.33976666666667,5.2276,0.0495333333333333,0.493545175237282,0.899699651735696,1.10810216586739,0.0117937836733312,"D","NT12114_99.fasta","IAI17","PRJEB20550","99","99","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","D",NA,"No",NA
"115","NT12115","B6",1.27881679133339,14.9108666666667,9.68786666666667,7.19006666666667,2.19033333333333,0.35819054054139,0.533774075179128,0.771759245706415,0.422073220346107,"C","NT12115_267.fasta","IAI18","PRJEB20550","267","267","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","C",NA,"No",NA
"116","NT12116","B7",0.861794976423649,14.704,8.40143333333333,4.20593333333333,0.0644666666666667,1.0500194902953,0.652011060744627,0.971382984889757,0.0421239045357067,"A","NT12116_100.fasta","IAI19","PRJEB20550","100","100","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"117","NT12117","B8",1.69931608097732,12.1993,9.3185,7.38143333333333,4.03053333333333,0.700421366036188,0.668355122670576,0.696918835542083,0.753266834085594,"A","NT12117_268.fasta","IAI20","PRJEB20550","268","268","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"118","NT12118","B9",1.21091777247238,15.0091666666667,9.82263333333333,5.97686666666667,2.37536666666667,1.88422855920754,2.03174903059737,1.34553901590899,1.36739211762147,"B1","NT12118_269.fasta","IAI21","PRJEB20550","269","269","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B1",NA,"No",NA
"119","NT12119","B10",1.55511615560821,13.5622666666667,9.82513333333333,7.2352,4.03056666666667,0.552404257164383,0.576771188022888,0.553347088182454,0.485411231156978,"A","NT12119_102.fasta","IAI22","PRJEB20550","102","102","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"120","NT12120","B11",1.13634800192986,14.4397666666667,10.1328333333333,6.2047,0.0710666666666667,1.40358063656255,0.182488419723919,0.802216454580682,0.0482603702154608,"A","NT12120_270.fasta","IAI23","PRJEB20550","270","270","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","biofilm","A",NA,"No",NA
"121","NT12121","B12",1.4566403029444,12.8164333333333,10.277,6.651,1.74093333333333,0.291636011722376,0.564629754795123,1.10279722977527,1.11559019955059,"E","NT12121_103.fasta","IAI24","PRJEB20550","103","103","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","super_bio","E",NA,"No",NA
"122","NT12122","C1",0.932117358444901,15.1501666666667,8.58843333333333,5.1236,0.4097,1.18520746003952,0.385836031668031,0.30297456988995,0.368624375211407,"A","NT12122_271.fasta","IAI25","PRJEB20550","271","271","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"123","NT12123","C2",1.08239410491347,13.5661,8.72763333333333,5.21586666666667,0.740366666666667,0.586158911900177,0.232694441990636,0.453203136941188,0.926895400427326,"A","NT12123_272.fasta","IAI26","PRJEB20550","272","272","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"124","NT12124","C3",1.23599767705831,12.6276666666667,8.93873333333333,5.5059,1.16313333333333,1.29464636612989,0.746321822897692,0.657263082791054,0.546093044575129,"D","NT12124_273.fasta","IAI27","PRJEB20550","273","273","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","D",NA,"No",NA
"125","NT12125","C4",0.95956014414665,14.3835,8.52823333333333,5.198,0.0756,0.910762762743405,0.505312302772585,1.30526214991472,0.125429541974768,"A","NT12125_274.fasta","IAI28","PRJEB20550","274","274","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"126","NT12126","C5",1.10600633511982,14.9642,9.5979,6.47283333333333,0.479766666666667,1.1379007294136,0.184675147218028,1.06025895107438,0.307474589736019,"B2","NT12126_104.fasta","IAI59a","PRJEB20550","104",NA,"Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"127","NT12127","C6",1.38180078057666,12.9562333333333,9.58523333333333,6.95156666666667,1.36613333333333,0.854393201830009,0.318765153888146,0.699326435460103,1.02579752550556,"D","NT12127_105.fasta","IAI30","PRJEB20550","105","105","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","D",NA,"No",NA
"128","NT12128","C7",2.55287437899219,0.0469666666666667,1.7122,0.0459,0.0721,0.031271765753365,2.96232670041641,0.0363759535957478,0.0104885652021618,"A","NT12128_275.fasta","IAI31","PRJEB20550","275","275","Pathogenic strain","PG2","PG2_2","2","ECOREF","biofilm","normal","A",NA,"No",NA
"129","NT12129","C8",1.77090396483473,12.2014333333333,7.40586666666667,7.76643333333333,6.43526666666667,0.57421997817329,0.38102882218191,0.980550520541055,0.583096907326161,"cladeI","NT12129.fasta","IAI32",NA,"NT12129","NT12129",NA,"PG2","PG2_2","2","ECOREF","normal","biofilm","cladeI",NA,"No",NA
"130","NT12130","C9",1.31877293445386,16.4327,10.5572666666667,8.26503333333333,2.8487,1.47020152020055,0.67726667076812,0.854879022630298,2.42810280466046,"F","NT12130_106.fasta","IAI33","PRJEB20550","106","106","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","biofilm","F",NA,"No",NA
"131","NT12131","C10",1.25023151396099,13.0661666666667,9.54096666666667,6.1854,0.609366666666667,2.08031568357625,1.20665861093075,0.73333612347954,0.295490310049811,"A","NT12131_107.fasta","IAI34","PRJEB20550","107","107","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"132","NT12132","C11",0.973864843238525,11.4558333333333,7.67743333333333,3.47883333333333,0.000166666666666667,2.66013864738914,0.574851235828308,1.21885012340867,0.000208166599946613,"F","NT12132_277.fasta","IAI35","PRJEB20550","277","277","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","F",NA,"No",NA
"133","NT12133","C12",1.45684428228384,12.5070333333333,10.9936,6.10423333333333,1.12296666666667,1.76608502154719,0.665351606295498,0.407934998907097,0.878778386928885,"F","NT12133_278.fasta","IAI36","PRJEB20550","278","278","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","biofilm","F",NA,"No",NA
"134","NT12134","D1",1.16858250917212,13.3738666666667,9.9898,5.5452,0.0934666666666667,2.07111451236607,0.422837238189826,0.69300091630531,0.0824594647892729,"A","NT12134_279.fasta","IAI37","PRJEB20550","279","279","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"135","NT12135","D2",2.19105203881252,9.23413333333333,8.4296,7.35206666666667,4.4508,0.622002743831033,0.786059660585632,0.504299041574871,0.410636968623138,"B2","NT12135_280.fasta","IAI38","PRJEB20550","280","280","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"136","NT12136","D3",1.92695695404898,11.1299666666667,10.1215,8.85643333333333,2.46903333333333,1.2058936368243,0.473677231878417,0.569000002929116,0.887675640835848,"F","NT12136_108.fasta","IAI39","PRJNA59381","108","108","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","F",NA,"No",NA
"137","NT12137","D4",1.49306600225649,9.92693333333333,8.22123333333333,5.9519,0.648433333333333,0.603691778421185,0.0894484395243059,0.401075067786568,0.795487864981819,"A","NT12137_109.fasta","IAI40","PRJEB20550","109","109","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A","A","No",NA
"138","NT12138","D5",1.5053345984555,12.647,11.2910666666667,6.75663333333333,0.990266666666667,1.49471516015594,3.74349093805946,0.428486888169677,0.635061747653985,"C","NT12138_281.fasta","IAI41","PRJEB20550","281","281","Pathogenic strain","PG2","PG2_2","2","ECOREF","super_bio","super_bio","C",NA,"No",NA
"139","NT12139","D6",1.37444636840491,13.1480333333333,9.94916666666667,6.33543333333333,1.78666666666667,2.05817582420291,0.593648248825291,0.266384408953177,0.724519539649093,"C","NT12139_282.fasta","IAI42","PRJEB20550","282","282","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","Unknown","C","No",NA
"140","NT12140","D7",1.27546119528958,13.2698666666667,9.49876666666667,6.7392,0.687233333333333,1.45863410879265,0.628419925951853,0.822811685624359,0.814386973946252,"C","NT12140_283.fasta","IAI43","PRJEB20550","283","283","Pathogenic strain","PG2","PG2_2","2","ECOREF","super_bio","normal","C",NA,"No",NA
"141","NT12141","D8",0.813546604744226,14.5271333333333,7.4903,4.0867,0.2415,1.48749675069673,0.616852891701093,0.748989906474046,0.327888380397964,"A","NT12141_284.fasta","IAI44","PRJEB20550","284","284","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","A",NA,"No",NA
"142","NT12142","D9",2.30124955845991,15.0986666666667,13.2827333333333,11.5842666666667,9.8788,0.575257910274456,0.186882886678619,0.137532771852142,0.399993399945549,"cladeI","NT12142.fasta","IAI45",NA,"NT12142","NT12142",NA,"PG2","PG2_2","2","ECOREF","normal","normal","cladeI","A","No",NA
"143","NT12143","D10",1.36307744024345,11.3042,9.2338,5.95346666666667,0.221233333333333,1.33736837483171,0.490125738969094,0.934806874885574,0.127212591095903,"B2","NT12143_286.fasta","IAI46","PRJEB20550","286","286","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"144","NT12144","D11",1.14083780385792,13.3094,9.05033333333333,5.99453333333333,0.139,1.23466984655818,0.513233566062601,0.216284750579724,0.126591113432184,"B2","NT12144_110.fasta","IAI47","PRJEB20550","110","110","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"145","NT12145","D12",1.49567611961931,13.1093666666667,10.7504333333333,7.6128,1.24413333333333,1.3035029433543,0.209815498315386,1.15987140235459,0.972020454174362,"B2","NT12145_111.fasta","IAI48","PRJEB20550","111","111","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"146","NT12146","E1",1.16375289095017,16.1855666666667,11.1142333333333,7.34576666666667,0.376,1.20224416959839,0.443719351993277,0.742155039956837,0.315705749076573,"B2","NT12146_287.fasta","IAI49","PRJEB20550","287","287","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"147","NT12147","E2",1.0558597937917,12.0945666666667,6.58053333333333,5.9241,0.265533333333333,0.863202278341139,1.226377398411,0.442443024580567,0.172660833234794,"E","NT12147_288.fasta","IAI50","PRJEB20550","288","288","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","E",NA,"No",NA
"148","NT12148","E3",1.64811380383976,12.8150333333333,10.5103333333333,7.95276666666667,2.65753333333333,0.648825495286162,0.327000020387359,0.364295571388582,1.33476092366136,"B2","NT12148_289.fasta","IAI51","PRJEB20550","289","289","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"149","NT12149","E4",1.36441821898261,14.6931,10.3218666666667,7.8798,1.84586666666667,2.78118599881418,0.188252551996868,0.98623786684552,2.27476270703855,"B2","NT12149.fasta","IAI52",NA,"NT12149",NA,NA,"PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"150","NT12150","E5",1.18251247997107,15.8520666666667,9.34433333333333,7.2497,2.15123333333333,0.76779909047441,0.248243516195959,0.512517404582518,2.21565964519222,"B2","NT12150_291.fasta","IAI53","PRJEB20550","291","291","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
